one_star_rating,two_star_rating,three_star_rating,four_star_rating,five_star_rating,accessible_rooms,air_conditioning,airport_transportation,bar_lounge,breakfast_available,breakfast_buffet,breakfast_included,business_center,concierge,dry_cleaning,facilities_for_disabled_guests,family_rooms,fitness_center,free_airport_transportation,free_internet,free_parking,free_wifi,heated_pool,hot_tub,housekeeping,indoor_pool,internet,kitchenette,laundry_service,meeting_rooms,multilingual_staff,nonSmoking_hotel,nonSmoking_rooms,parking,pets_allowed,pool,public_wifi,restaurant,rooftop_bar,rooftop_terrace,room_service,self_serve_laundry,shuttle_bus_service,spa,suites,tennis_court,wheelchair_access,wifi,address,latitude,locality,longitude,name,phone,rating,review_num,star,street_address,web,price,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
17,36,105,328,879,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,"687 Lexington Ave, New York City, NY 10022-2662",40.7605055,"New York City, NY 10022-2662",-73.9691826,Fitzpatrick Manhattan Hotel,,4.5,1409,4,687 Lexington Ave,,438,Renaissance New York Hotel 57,Carvi Hotel New York,Hilton Garden Inn New York/Manhattan-Midtown East,Loews Regency New York Hotel,Loews Regency New York Hotel,Courtyard New York Manhattan/Midtown East,Pod 51 Hotel,The Lombardy,Lowell Hotel,Fifty NYC-an Affinia hotel,416,249,359,629,599,529,265,389,1325,349
272,218,385,373,123,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"215 West 94th Street, New York City, NY 10025-6922",40.7933281,"New York City, NY 10025-6922",-73.9721212,Days Inn Hotel New York City-Broadway,18003291992,3,2064,2,215 West 94th Street,https://tripadvisor.com/Commerce?p=Wyndham1&src=43127421&geo=142114&from=Hotel_Review&area=URL_HOTEL&slot=1&matchID=1&oos=0&cnt=1&silo=30889&bucket=878520&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=102962972&managed=false&capped=false&gosox=M1_iCxvti1qlg0seVCZ5yXGtI8IPoxA8nWGX35aGFGFxpbZ1tZu3rpzjtVw0u_-PnUdQLV2NCtjM9dyJrdwfJ6E6ts_kaU9kHukkjEGqb-A&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=4&inYear=2018&outMonth=4&outYear=2018&def_d=true&cs=15617dfd4a8cc21448b256c63a0d406d4,195,Royal Park Hotel,Broadway Hotel and Hostel,Belnord Hotel,Excelsior Hotel,Morningside Inn,The Lucerne Hotel,La Quinta Inn & Suites New York City Central Park,"The Pierre, A Taj Hotel, New York",The Sherry-Netherland Hotel,The Plaza,134,130,173,292,90,316,299,701,559,975
16,28,88,296,547,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1717 Broadway, New York City, NY 10019-5214",40.7644199,"New York City, NY 10019-5214",-73.9827504,Residence Inn New York Manhattan/Central Park,18446310595,4.5,1378,3,1717 Broadway,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=6023925&url=0,458,Courtyard by Marriott New York Manhattan/Central Park,Ameritania Hotel,Moderne Hotel,Hilton Garden Inn New York/Central Park South-Midtown West,Da Vinci Hotel,The Manhattan at Times Square Hotel,Dream Midtown,The Michelangelo Hotel,Novotel New York Times Square,Radio City Apartments,444,292,298,389,239,279,333,430,369,216
800,1063,1794,2469,1398,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,"45 East 45th Street at Madison Avenue, New York City, NY 10017",40.7547904,"New York City, NY 10017",-73.9770341,The Roosevelt Hotel,18888333969,3.5,9700,4,45 East 45th Street at Madison Avenue,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=99766&url=1,287,Grand Hyatt New York,The Gotham Hotel,3 West Club,"The Renwick Hotel New York City, Curio Collection by Hilton",The Jewel facing Rockefeller Center,Pod 39 Hotel,Seton Hotel,Baccarat Hotel & Residences New York,The Tuscany - A St Giles Signature Hotel,Shelburne NYC-an Affinia hotel,833,351,265,588,323,214,290,1295,445,356
9,7,22,143,247,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"123 W 44th St, New York City, NY 10036-4089",40.7566848,"New York City, NY 10036-4089",-73.9841799,AKA Times Square,2127645700,4.5,623,4,123 W 44th St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=655944&url=1,545,Hotel Mela,The Premier Times Square by Millennium,Hyatt Centric Times Square New York,Night Theater District,Room Mate Grace,"The Chatwal, A Luxury Collection Hotel, New York",Kimpton Muse Hotel,Millennium Broadway New York Times Square,DoubleTree Suites by Hilton Hotel New York City - Times Square,Night Times Square,308,298,503,239,386,745,589,322,364,231
44,73,164,677,2288,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,"102 North End Avenue, New York City, NY 10282-1238",40.7150015,"New York City, NY 10282-1238",-74.0152218,Conrad New York,18556184701,4.5,3567,5,102 North End Avenue,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=208452&url=1,0,New York Marriott Downtown,"Club Quarters Hotel, World Trade Center",Holiday Inn Manhattan - Financial District,W New York - Downtown,Fairfield Inn & Suites New York Downtown Manhattan/World Trade Center Area,RIFF Downtown,Courtyard New York Downtown Manhattan / World Trade Center Area,The Wagner at the Battery,DoubleTree by Hilton Hotel New York City - Financial District,Hampton Inn Manhattan / Downtown - Financial District,560,314,380,529,419,249,469,494,345,322
23,40,151,323,277,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"3 E 40th St, New York City, NY 10016-0101",40.7520727,"New York City, NY 10016-0101",-73.981089,Courtyard New York Manhattan/Fifth Avenue,18446310595,4,956,3,3 E 40th St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=99391&url=0,412,Andaz 5th Avenue,The Mansfield,"Club Quarters Hotel, Times Square -Midtown",Cambria Hotel & Suites - New York Times Square,Kitano New York,Sofitel New York,The Iroquois New York,Hotel Central Fifth Avenue New York,The Hotel at Times Square,City Club Hotel,645,286,359,303,559,599,450,296,280,377
144,103,256,720,426,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"17 West 32nd St, New York City, NY 10001-3820",40.747819,"New York City, NY 10001-3820",-73.9865153,La Quinta Inn & Suites Manhattan,9158883414,4,2686,3,17 West 32nd St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=99774&url=1,300,"nyma, the New York Manhattan Hotel",Hampton Inn Manhattan-35th St/Empire State Bldg,Hilton Garden Inn New York/West 35th Street,The Gregory Hotel New York,Hotel Metro,Holiday Inn Express Manhattan Times Square South,Hotel Stanford,Hyatt Place New York Midtown South,Embassy Suites by Hilton New York Midtown Manhattan,Best Western Premier Herald Square,272,341,429,318,394,529,278,479,419,317
65,128,314,1061,2445,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,"21 E 52nd St, New York City, NY 10022-5389",40.7593943,"New York City, NY 10022-5389",-73.9749098,Omni Berkshire Place,18005782900,4.5,4235,4,21 E 52nd St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=113300&url=1,490,Lotte New York Palace,The Towers at Lotte New York Palace,The St. Regis New York,The Peninsula New York,Chambers Hotel,Park Lane Hotel,Shoreham,Hotel Elysee by Library Hotel Collection,Hotel Boutique At Grand Central,Fitzpatrick Grand Central,595,855,1152,1495,383,399,283,521,413,358
145,244,595,1463,1796,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"55 Church Street, New York City, NY 10007-2939",40.7112521,"New York City, NY 10007-2939",-74.0102957,Millennium Hilton New York Downtown,18556050316,4,4890,4,55 Church Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=262330&url=1,464,Residence Inn New York Downtown Manhattan/World Trade Center Area,Four Seasons Hotel New York Downtown,Holiday Inn New York City - Wall Street,Smyth Hotel,"Club Quarters Hotel, Wall Street",The Frederick Hotel,Greenwich Hotel,Courtyard New York Downtown Manhattan / World Trade Center Area,AKA Wall Street,Andaz Wall Street,513,890,300,422,296,365,625,469,455,376
44,65,111,308,507,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"320 Pearl St, New York City, NY 10038-1604",40.7088975,"New York City, NY 10038-1604",-74.002033,Hampton Inn Manhattan-Seaport-Financial District,18556050317,4,1117,3,320 Pearl St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=277882&url=1,310,SoHo Garden Hotel,Fairfield Inn New York Manhattan/Financial District,CITY ROOMS NYC SoHo,Hotel Mulberry,11 Howard,NOMO SOHO Hotel,Sheraton Tribeca New York Hotel,The Roxy Hotel Tribeca,SIXTY SoHo,The Broome,212,377,244,239,509,499,339,356,625,449
69,101,283,761,895,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"337 West 39th Street, New York City, NY 10018-1401",40.7562363,"New York City, NY 10018-1401",-73.9928625,Hampton Inn Manhattan/Times Square South,18556050317,4,2574,3,337 West 39th Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=1500405&url=1,284,Distrikt Hotel New York City,Candlewood Suites New York City Times Square,Holiday Inn Express New York City Times Square,Staybridge Suites Times Square - New York City,Doubletree by Hilton New York Times Square West,Fairfield Inn & Suites New York Manhattan/Times Square,Four Points by Sheraton Midtown - Times Square,Courtyard New York Manhattan/Times Square West,"Homewood Suites by Hilton New York/Midtown Manhattan Times Square-South, NY",Pod Times Square,296,300,294,324,283,404,275,386,377,199
79,140,386,847,543,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,"525 Lexington Avenue at 49th Street, New York City, NY 10017",40.7553992,"New York City, NY 10017",-73.9726263,New York Marriott East Side,18446310595,4,2303,4,525 Lexington Avenue at 49th Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=93475&url=0,539,Residence Inn New York Manhattan / Midtown East,Hotel 48LEX New York,The Bernic Hotel,W New York,Best Western Plus Hospitality House,"The Lexington Hotel, Autograph Collection",The Benjamin,Roger Smith Hotel,DoubleTree by Hilton Hotel Metropolitan - New York City,EVEN Hotel New York - Midtown East,459,404,399,351,561,500,459,350,325,359
56,79,253,831,1471,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"226 W 52nd Street, New York City, NY 10019-5802",40.76268,"New York City, NY 10019-5802",-73.983704,Novotel New York Times Square,2123150100,4.5,6040,4,226 W 52nd Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=93516&url=0,369,Hilton Garden Inn New York/Central Park South-Midtown West,The Manhattan at Times Square Hotel,Renaissance New York Times Square Hotel,Ameritania Hotel,Night Times Square,Moderne Hotel,Da Vinci Hotel,Courtyard by Marriott New York Manhattan/Central Park,Residence Inn New York Manhattan/Central Park,Radio City Apartments,389,279,417,292,231,298,239,444,458,216
25,38,147,445,748,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,"140 Washington St, New York City, NY 10006-1071",40.7098898,"New York City, NY 10006-1071",-74.0138989,"Club Quarters Hotel, World Trade Center",,4.5,1609,4,140 Washington St,,314,W New York - Downtown,RIFF Downtown,Fairfield Inn & Suites New York Downtown Manhattan/World Trade Center Area,Holiday Inn Manhattan - Financial District,New York Marriott Downtown,Courtyard New York Downtown Manhattan / World Trade Center Area,DoubleTree by Hilton Hotel New York City - Financial District,Hampton Inn Manhattan / Downtown - Financial District,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,Millennium Hilton New York Downtown,529,249,419,380,560,469,345,322,360,464
21,60,184,685,992,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1033 Avenue of the Americas, New York City, NY 10018-5408",40.7528582,"New York City, NY 10018-5408",-73.9859873,Residence Inn New York Manhattan/Times Square,18446310595,4.5,2529,3,1033 Avenue of the Americas,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=578305&url=0,474,Courtyard New York Manhattan/Times Square,LUMA Hotel Times Square,Americana Inn,Embassy Suites by Hilton New York Midtown Manhattan,Refinery Hotel,Holiday Inn Express Manhattan Times Square South,Hilton Garden Inn New York - Times Square Central,Hyatt Place New York Midtown South,The Knickerbocker Hotel,Best Western Premier Herald Square,408,475,170,419,520,529,400,479,387,317
5,11,33,138,148,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"152 E 55th St, New York City, NY 10022-4513",40.7591675,"New York City, NY 10022-4513",-73.9692582,Carvi Hotel New York,,4.5,609,3,152 E 55th St,,249,Fitzpatrick Manhattan Hotel,Renaissance New York Hotel 57,Hilton Garden Inn New York/Manhattan-Midtown East,Courtyard New York Manhattan/Midtown East,Pod 51 Hotel,The Lombardy,Loews Regency New York Hotel,Loews Regency New York Hotel,Lowell Hotel,Fifty NYC-an Affinia hotel,438,416,359,529,265,389,629,599,1325,349
7,13,30,180,250,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"52 Mulberry St, New York City, NY 10013-4315",40.715202,"New York City, NY 10013-4315",-73.9993703,Hotel Mulberry,,4.5,615,3,52 Mulberry St,,239,11 Howard,Solita Soho Hotel,NOMO SOHO Hotel,CITY ROOMS NYC SoHo,The Broome,SoHo Garden Hotel,Hotel 50 Bowery NYC,The Mercer Hotel,NobleDEN Hotel,Crosby Street Hotel,509,287,499,244,449,212,285,595,304,955
276,391,837,1584,1408,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,"145 West 44th street, New York City, NY 10036-4012",40.7570489,"New York City, NY 10036-4012",-73.984781,Millennium Broadway New York Times Square,,4,5689,4,145 West 44th street,,322,"The Chatwal, A Luxury Collection Hotel, New York",Night Theater District,The Premier Times Square by Millennium,Hotel Mela,AKA Times Square,DoubleTree Suites by Hilton Hotel New York City - Times Square,Hyatt Centric Times Square New York,Room Mate Grace,Crowne Plaza Times Square Manhattan,Renaissance New York Times Square Hotel,745,239,298,308,545,364,503,386,403,417
40,60,191,880,2325,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,"135 West 45th Street, New York City, NY 10036-4004",40.7575151,"New York City, NY 10036-4004",-73.9840632,Hyatt Centric Times Square New York,16473641234,4.5,4393,4,135 West 45th Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=4799063&url=1,503,Room Mate Grace,AKA Times Square,Kimpton Muse Hotel,The Premier Times Square by Millennium,Night Theater District,Hotel Mela,DoubleTree Suites by Hilton Hotel New York City - Times Square,Night Times Square,"The Chatwal, A Luxury Collection Hotel, New York",Renaissance New York Times Square Hotel,386,545,589,298,239,308,364,231,745,417
23,37,140,386,271,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,"66 Charlton St, New York City, NY 10014-4601",40.7269332,"New York City, NY 10014-4601",-74.0061188,Four Points by Sheraton Manhattan SoHo Village,2122299988,4,978,3,66 Charlton St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=1157456&url=0,360,Courtyard New York Manhattan/SoHo,The Dominick Hotel,Hampton Inn Manhattan-SoHo,Hilton Garden Inn New York/Tribeca,The James New York - SoHo,Soho Grand Hotel,Arlo SoHo,The Roxy Hotel Tribeca,Sheraton Tribeca New York Hotel,SIXTY SoHo,427,465,309,323,446,484,287,356,339,625
24,37,126,548,1293,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"312 West 37th Street, New York City, NY 10018-4208",40.7543246,"New York City, NY 10018-4208",-73.9930577,"Homewood Suites by Hilton New York/Midtown Manhattan Times Square-South, NY",18556050320,4.5,2752,3,312 West 37th Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=5040757&url=1,377,Courtyard New York Manhattan/Times Square West,Hilton Garden Inn New York Times Square South,The New Yorker A Wyndham Hotel,Candlewood Suites New York City Times Square,Holiday Inn Express New York City Times Square,Hampton Inn Manhattan/Times Square South,Distrikt Hotel New York City,Doubletree by Hilton New York Times Square West,Crowne Plaza HY36 Midtown Manhattan,Staybridge Suites Times Square - New York City,386,263,296,300,294,284,296,283,309,324
65,83,231,440,423,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,"130 E 57th St, New York City, NY 10022-2726",40.7608049,"New York City, NY 10022-2726",-73.9694201,Renaissance New York Hotel 57,18446310595,4,1403,4,130 E 57th St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=575732&url=0,416,Fitzpatrick Manhattan Hotel,Carvi Hotel New York,Courtyard New York Manhattan/Midtown East,The Lombardy,Loews Regency New York Hotel,Loews Regency New York Hotel,Hilton Garden Inn New York/Manhattan-Midtown East,Lowell Hotel,Pod 51 Hotel,Fifty NYC-an Affinia hotel,438,249,529,389,629,599,359,1325,265,349
30,44,119,228,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"91 E Broadway, New York City, NY 10002-7014",40.7136093,"New York City, NY 10002-7014",-73.9936337,The Hotel 91,,3.5,817,3,91 E Broadway,,179,Hotel Mimosa,Fairfield Inn & Suites New York Manhattan/Downtown East,The Leon Hotel,World Hotel,Windsor Hotel,Wyndham Garden Chinatown,Wyndham Garden Chinatown,Sohotel,Best Western Bowery Hanbee Hotel,U.S. Pacific Hotel,173,341,275,115,179,314,314,260,279,130
18,20,66,273,1591,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"317 West 14th Street, New York City, NY 10014-5015",40.7403653,"New York City, NY 10014-5015",-74.0033643,Chelsea Pines Inn,2129291023,4.5,2211,2,317 West 14th Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=122020&url=0,0,Dream Downtown,The Maritime Hotel,Incentra Village Hotel,The High Line Hotel,Gansevoort Meatpacking NYC,The GEM Hotel Chelsea,Courtyard New York Manhattan/SoHo,SIXTY SoHo,Four Points by Sheraton Manhattan SoHo Village,The Dominick Hotel,458,425,339,764,437,302,427,625,360,465
28,63,170,659,1407,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,"141 E 44th St, New York City, NY 10017-4006",40.7527018,"New York City, NY 10017-4006",-73.9744492,Fitzpatrick Grand Central,,4.5,2425,4,141 E 44th St,,358,Hotel Boutique At Grand Central,Hilton New York Grand Central,The Westin New York Grand Central,Roger Smith Hotel,"The Lexington Hotel, Autograph Collection",Lotte New York Palace,The Towers at Lotte New York Palace,Hotel 48LEX New York,The Bernic Hotel,Residence Inn New York Manhattan / Midtown East,413,359,499,350,500,595,855,404,399,459
80,126,388,1486,972,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"123 W 57th St, New York City, NY 10019-2200",40.7651285,"New York City, NY 10019-2200",-73.9783656,Salisbury Hotel,2122461300,4,4031,3,123 W 57th St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=93346&url=1,251,Viceroy Central Park New York,Parker New York,JW Marriott Essex House New York,West 57th Street by Hilton Club,Park Hyatt New York,the Quin,New York Hilton Midtown,The Hilton Club - New York,Baccarat Hotel & Residences New York,The Jewel facing Rockefeller Center,479,429,629,609,1100,518,406,395,1295,323
42,23,91,199,152,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"449 W 36th St, New York City, NY 10018-6303",40.7557893,"New York City, NY 10018-6303",-73.9975339,36 Hudson Hotel,,4,608,3,449 W 36th St,,206,Hudson River Hotel,Four Points by Sheraton Manhattan Midtown West,Cachet Boutique,Travel Inn Hotel New York,YOTEL New York,Midtown West Hotel,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,Kimpton Ink48 Hotel,TRYP HOTEL NYC - Times Square South by Wyndham,Cassa Hotel Times Square,196,310,365,190,260,206,391,469,289,285
49,59,181,478,735,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,"136 W 42nd St, New York City, NY 10036-7803",40.7552669,"New York City, NY 10036-7803",-73.9860706,Hilton Garden Inn New York - Times Square Central,18556184697,4,1705,3,136 W 42nd St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=6407567&url=1,400,The Knickerbocker Hotel,LUMA Hotel Times Square,Courtyard New York Manhattan/Times Square,Residence Inn New York Manhattan/Times Square,New York Marriott Marquis,Americana Inn,Refinery Hotel,Embassy Suites by Hilton New York Midtown Manhattan,W New York - Times Square,Hotel Edison Times Square,387,475,408,474,404,170,520,419,449,254
2,2,11,39,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"120 Lafayette St, New York City, NY 10013-3129",40.7187296,"New York City, NY 10013-3129",-74.0004836,CITY ROOMS NYC SoHo,,4,125,2,120 Lafayette St,,244,11 Howard,NOMO SOHO Hotel,SoHo Garden Hotel,The Broome,Hotel Mulberry,Solita Soho Hotel,The Mercer Hotel,SIXTY SoHo,Hampton Inn Manhattan-Seaport-Financial District,Crosby Street Hotel,509,499,212,449,239,287,595,625,310,955
253,277,635,1687,2122,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"119 West 56th Street, New York City, NY 10019-4000",40.7641849,"New York City, NY 10019-4000",-73.9784051,Parker New York,,4,5775,3,119 West 56th Street,,429,Viceroy Central Park New York,Salisbury Hotel,West 57th Street by Hilton Club,JW Marriott Essex House New York,Park Hyatt New York,the Quin,New York Hilton Midtown,The Hilton Club - New York,Baccarat Hotel & Residences New York,The Jewel facing Rockefeller Center,479,251,609,629,1100,518,406,395,1295,323
16,18,39,52,67,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"37 W 24th St, New York City, NY 10010-3208",40.743242,"New York City, NY 10010-3208",-73.9910491,"Hotel Henri, A Wyndham Hotel",,3.5,213,4,37 W 24th St,,309,Heritage Hotel New York City,Holiday Inn NYC - Manhattan 6th Avenue - Chelsea,Courtyard New York Manhattan/Chelsea,Hampton Inn Manhattan - Madison Square Garden Area,Stewart Hotel,Flatiron Hotel,Hotel Pennsylvania,Broadway Plaza Hotel,Hampton Inn Manhattan-Chelsea,Renaissance New York Midtown Hotel,211,314,417,305,285,374,217,278,379,455
